altitude_m,velocity_m_s,gamma_rad,range_rad,range_km
120000.0,2000.0,0.3490658503988659,0.0750614416242452,478.21644458806617
120000.0,2000.0,0.35779249665883756,0.07548282955854764,480.901107117507
120000.0,2000.0,0.3665191429188092,0.076144817364569,485.1186314296691
120000.0,2000.0,0.3752457891787809,0.07654978331710673,487.698669513287
120000.0,2000.0,0.3839724354387525,0.07694057289183918,490.18838989390747
120000.0,2000.0,0.39269908169872414,0.07731673953217805,492.58494755950636
120000.0,2000.0,0.4014257279586958,0.07793876102321867,496.54784647892615
120000.0,2000.0,0.41015237421866746,0.07829659864788374,498.8276299856673
120000.0,2000.0,0.4188790204786391,0.07863905008216143,501.00938807345045
120000.0,2000.0,0.4276056667386107,0.07922181080058852,504.7221566105494
120000.0,2000.0,0.4363323129985824,0.07954452184427019,506.7781486698454
120000.0,2000.0,0.44505895925855404,0.07985118008835129,508.7318683428861
120000.0,2000.0,0.4537856055185257,0.08039263376780356,512.1814697346765
120000.0,2000.0,0.4625122517784973,0.0806782383059845,514.0010562474273
120000.0,2000.0,0.47123889803846897,0.08094722620378073,515.714778144287
120000.0,2000.0,0.4799655442984406,0.08119929379298148,517.320700755085
120000.0,2000.0,0.4886921905584123,0.08169196257256373,520.4594935498035
120000.0,2000.0,0.49741883681838395,0.08192160690162296,521.92255757024
120000.0,2000.0,0.5061454830783556,0.08213391903923305,523.2751981989537
120000.0,2000.0,0.5148721293383273,0.08258024043459178,526.1187118087842
120000.0,2000.0,0.5235987755982988,0.08276906527006678,527.3217148355955
120000.0,2000.0,0.5323254218582705,0.08294025183626892,528.4123444488694
120000.0,2000.0,0.5410520681182421,0.0830936250617953,529.3894852686979
120000.0,2000.0,0.5497787143782138,0.08348464998207844,531.8807050358217
120000.0,2000.0,0.5585053606381855,0.08361351653163487,532.7017138230458
120000.0,2000.0,0.5672320068981571,0.08372440850693631,533.4082065976913
120000.0,2000.0,0.5759586531581288,0.08406367941796364,535.5697015718464
120000.0,2000.0,0.5846852994181004,0.08414917904814549,536.1144197157349
120000.0,2000.0,0.5934119456780721,0.08421663099287251,536.5441560555907
120000.0,2000.0,0.6021385919380436,0.0842659801029817,536.8585592360963
120000.0,2000.0,0.6108652381980153,0.08454289408071956,538.6227781882643
120000.0,2000.0,0.619591884457987,0.08456604627982424,538.7702808487603
120000.0,2000.0,0.6283185307179586,0.0845711311489568,538.8026765500039
120000.0,2000.0,0.6370451769779303,0.08455815796538307,538.7200243974556
120000.0,2000.0,0.6457718232379019,0.08476850329195999,540.0601344730771
120000.0,2000.0,0.6544984694978736,0.08472857438916123,539.8057474333463
120000.0,2000.0,0.6632251157578453,0.08467070067937198,539.4370340282788
120000.0,2000.0,0.6719517620178169,0.08459494100820754,538.9543691632903
120000.0,2000.0,0.6806784082777885,0.08473421179157126,539.8416633241004
120000.0,2000.0,0.6894050545377601,0.0846307122347657,539.1822676476924
120000.0,2000.0,0.6981317007977318,0.08450948340708714,538.4099187865521
120000.0,2000.0,0.7068583470577035,0.08437061739956073,537.5252034526014
120000.0,2000.0,0.7155849933176751,0.0842142243263674,536.5288231832867
120000.0,2000.0,0.7243116395776468,0.08404043056926425,535.4215831567825
120000.0,2000.0,0.7330382858376184,0.08408160759057456,535.6839219595506
120000.0,2000.0,0.7417649320975901,0.08387928860321683,534.3949476910944
120000.0,2000.0,0.7504915783575618,0.0836597282940939,532.9961289616723
120000.0,2000.0,0.7592182246175333,0.08342305788662968,531.4883017957177
120000.0,2000.0,0.767944870877505,0.08316941664562032,529.872353449247
120000.0,2000.0,0.7766715171374766,0.08289894987970128,528.1492096835768
120000.0,2000.0,0.7853981633974483,0.08283126289640903,527.717975913022
120000.0,2000.0,0.7941248096574199,0.08253111015941239,525.8057028256163
120000.0,2000.0,0.8028514559173916,0.08221421748601966,523.7867796034312
120000.0,2000.0,0.8115781021773633,0.08188071319851009,521.6620237877078
120000.0,2000.0,0.8203047484373349,0.08153072550500542,519.4322521923896
120000.0,2000.0,0.8290313946973066,0.08116438099946828,517.0982713476125
120000.0,2000.0,0.8377580409572782,0.08078180325649464,514.6608685471274
120000.0,2000.0,0.8464846872172498,0.08038311154043229,512.1208036240942
120000.0,2000.0,0.8552113334772214,0.07996841964226559,509.4788015408741
120000.0,2000.0,0.8639379797371931,0.07953783485154735,506.73554583920816
120000.0,2000.0,0.8726646259971648,0.07909145706561876,503.8916729650571
120000.0,2000.0,0.8813912722571364,0.07862937803397285,500.9477674544411
120000.0,2000.0,0.8901179185171081,0.0781516807326418,497.9043579476609
120000.0,2000.0,0.8988445647770797,0.07765843886202815,494.76191398998134
120000.0,2000.0,0.9075712110370514,0.07714971646118868,491.5208435742331
120000.0,2000.0,0.9162978572970231,0.07662556763302342,488.1814913899922
120000.0,2000.0,0.9250245035569946,0.07608603637707133,484.7441377583214
120000.0,2000.0,0.9337511498169663,0.07553115653042355,481.2089982553284
120000.0,2000.0,0.9424777960769379,0.07496095182175117,477.57622405637665
120000.0,2000.0,0.9512044423369096,0.0743754360487502,473.84590306658754
120000.0,2000.0,0.9599310885968813,0.07377461339495027,470.0180619392282
120000.0,2000.0,0.9686577348568529,0.07315847890752115,466.0926691198173
120000.0,2000.0,0.9773843811168246,0.07252701916239505,462.0696390836189
120000.0,2000.0,0.9861110273767962,0.07188021314675519,457.94883795797733
120000.0,2000.0,0.9948376736367679,0.07121803338980334,453.7300907264371
120000.0,2000.0,1.0035643198967394,0.07054044737047391,449.4131901972893
120000.0,2000.0,1.0122909661567112,0.06984741922395711,444.9979078758308
120000.0,2000.0,1.0210176124166828,0.06897345314918424,439.4298700134528
120000.0,2000.0,1.0297442586766545,0.06825682175577012,434.8642114060114
120000.0,2000.0,1.038470904936626,0.06752484368115282,430.2007790926246
120000.0,2000.0,1.0471975511965976,0.06677744523890201,425.43910361704474
120000.0,2000.0,1.0559241974565694,0.06601455712720908,420.57874345744904
120000.0,2000.0,1.064650843716541,0.06507815387028773,414.6129183076031
120000.0,2000.0,1.0733774899765127,0.06429332556270373,409.61277715998546
120000.0,2000.0,1.0821041362364843,0.06349292910887211,404.5134513526242
120000.0,2000.0,1.090830782496456,0.06267687805665416,399.31439009894365
120000.0,2000.0,1.0995574287564276,0.061845106598767075,394.015174140745
120000.0,2000.0,1.1082840750163994,0.06085733152852825,387.7220591682535
120000.0,2000.0,1.117010721276371,0.06000446743119307,382.2884620041311
120000.0,2000.0,1.1257373675363425,0.059135693403122185,376.7535026712914
120000.0,2000.0,1.1344640137963142,0.058113886291834525,370.24356956527777
120000.0,2000.0,1.1431906600562858,0.05722460509061265,364.57795903229317
120000.0,2000.0,1.1519173063162575,0.05631918678637811,358.809539016015
120000.0,2000.0,1.160643952576229,0.055267390199434684,352.10854296059836
120000.0,2000.0,1.1693705988362009,0.05434177296820261,346.2114355804189
120000.0,2000.0,1.1780972450961724,0.05339979192550401,340.210074357386
120000.0,2000.0,1.1868238913561442,0.052321403360016845,333.33966080666727
120000.0,2000.0,1.1955505376161157,0.05135932286233332,327.2102459559256
120000.0,2000.0,1.2042771838760873,0.050380708564661536,320.9754942654587
120000.0,2000.0,1.213003830136059,0.04927846231318794,313.95308339732037
120000.0,2000.0,1.2217304763960306,0.04827971733393982,307.59007913453064
120000.0,2000.0,1.2304571226560024,0.04715918054111271,300.4511392274291
120000.0,2000.0,1.239183768915974,0.0461403879646041,293.9604117224927
120000.0,2000.0,1.2479104151759457,0.0450031691812547,286.71519085377366
120000.0,2000.0,1.2566370614359172,0.04396433935331236,280.096806019953
120000.0,2000.0,1.265363707695889,0.04281186056656253,272.7543636695699
120000.0,2000.0,1.2740903539558606,0.041752964535140984,266.0081370533832
120000.0,2000.0,1.2828170002158321,0.04058646184282186,258.5763484006181
120000.0,2000.0,1.2915436464758039,0.03950746480439844,251.70205826882247
120000.0,2000.0,1.3002702927357754,0.038327998404064256,244.1876778322934
120000.0,2000.0,1.3089969389957472,0.03722889516426637,237.18529109154105
120000.0,2000.0,1.3177235852557188,0.036037364290296234,229.59404789347732
120000.0,2000.0,1.3264502315156905,0.03483780823271918,221.95167625065392
120000.0,2000.0,1.335176877775662,0.0337153798489122,214.80068501741962
120000.0,2000.0,1.3439035240356338,0.03250533114339297,207.09146471455662
120000.0,2000.0,1.3526301702956054,0.03136285816038688,199.8127693398248
120000.0,2000.0,1.361356816555577,0.030142870011512803,192.04022484334806
120000.0,2000.0,1.3700834628155487,0.028916956803714085,184.22993179646244
120000.0,2000.0,1.3788101090755203,0.02775121747788152,176.8030065515832
120000.0,2000.0,1.387536755335492,0.026516424019055105,168.9361374254001
120000.0,2000.0,1.3962634015954636,0.02527678126679863,161.03837345077406
120000.0,2000.0,1.4049900478554354,0.024032763370082477,153.11273543079545
120000.0,2000.0,1.413716694115407,0.0228403397134878,145.51580431463077
120000.0,2000.0,1.4224433403753787,0.021588693851538374,137.54156852815098
120000.0,2000.0,1.4311699866353502,0.020333485674423047,129.54463723174925
120000.0,2000.0,1.4398966328953218,0.019075092235693505,121.52741263360332
120000.0,2000.0,1.4486232791552935,0.017856400289359767,113.76312624351107
